Emp Id,Full_Name,Job_Title,Department,Business_Unit,Gender,Ethnicity,Age,Hire_Date,Annual_Salary,Bonus ,Country,City,experience,,,,,,,,,,,bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E02387,Emily Davis,Sr. Manger,IT,Research & Development,Female,Black,55,08-04-2016,141604.00,15%,United States,Seattle,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Name,,
E02572,Luna Sanders,Director,Finance,Speciality Products,Female,Caucasian,50,26-10-2006,163099.00,20%,United States,Chicago,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""ms""",,
E00884,Camila Silva,Sr. Manger,Marketing,Speciality Products,Female,Latino,64,01-12-2003,154828.00,13%,United States,Seattle,20,,,,,,,,,,,,,E01361,Emma Hill,IT Coordinator,IT,Manufacturing,Female,Caucasian,54,27-12-2016,"$41,673 ",0%,United States,Miami,7,,,E02791,Aubrey Romero,Director,Sales,Corporate,Female,Latino,49,02-04-1998,"$1,60,832 ",30%,United States,Phoenix,26,,,,,,,,,
E04116,David Barnes,Director,IT,na,Male,Caucasian,64,03-11-2013,186503.00,24%,United States,Columbus,10,,,,,,,,,,,,,E03935,Cora Jiang,Vice President,IT,Corporate,Female,Asian,53,30-04-2008,"$1,82,202 ",30%,United States,Austin,16,,,E00488,Emery Hunter,Sr. Analyst,Sales,Corporate,Female,Caucasian,28,03-07-2021,"$82,739 ",0%,United States,Phoenix,3,,,,,,,,,
E04732,Eva Rivera,Director,Sales,Manufacturing,Female,Latino,36,02-04-2021,151703.00,21%,United States,Miami,3,,,,,,,,,,,,,E04572,Jade Li,Director,IT,Speciality Products,Female,Asian,47,26-10-2012,"$1,83,156 ",30%,United States,Seattle,11,,,E04035,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,25-06-2012,"$83,066 ",0%,United States,Chicago,12,,,,,,,,,
E00671,Leonardo Dixon,Analyst,Sales,Speciality Products,Male,Caucasian,37,05-09-2019,49998.00,0%,United States,Seattle,5,,,,,,,,,,,,,E03941,Isla Han,Technical Architect,IT,Manufacturing,Female,Asian,58,18-06-2005,"$86,089 ",0%,United States,Chicago,19,,,E01902,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,64,07-12-2003,"$1,25,807 ",15%,United States,Chicago,20,,,,,,,,,
E02206,Jose Henderson,Director,Human Resources,Speciality Products,Male,Black,41,17-04-2015,152239.00,23%,United States,Columbus,9,,,,,,,,,,,,,E03268,Everly Coleman,Vice President,IT,Corporate,Female,Caucasian,48,18-02-2015,"$1,94,871 ",35%,United States,Columbus,9,,,E01357,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,15-01-2010,"$98,110 ",13%,United States,Chicago,14,,,,,,,,,
E00154,Wyatt Chin,Vice President,Engineering,Speciality Products,Male,Asian,43,07-06-2004,246231.00,31%,United States,Seattle,20,,,,,,,,,,,,,E01378,Genesis Xiong,System Administrator ,IT,Research & Development,Female,Asian,51,25-02-2012,"$64,170 ",0%,United States,Columbus,12,,,E02108,Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,51,28-04-2006,"$1,50,758 ",13%,United States,Chicago,18,,,,,,,,,
E02594,Ezekiel Kumar,IT Coordinator,IT,Research & Development,Male,Asian,28,25-06-2017,54775.00,0%,United States,Columbus,7,,,,,,,,,,,,,E00836,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,14-05-2018,"$60,985 ",0%,United States,Seattle,6,,,E02417,Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,24-01-2008,"$91,621 ",0%,United States,Chicago,16,,,,,,,,,
E01994,Angel Powell,Analyst II,Sales,Research & Development,Male,Caucasian,61,11-07-2008,66521.00,0%,United States,Seattle,16,,,,,,,,,,,,,E04387,Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,59,20-10-2017,"$86,831 ",0%,United States,Phoenix,6,,,E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,18-10-2019,"$1,22,829 ",11%,United States,Chicago,4,,,,,,,,,
E03247,Caroline Jenkins,Analyst,Finance,Research & Development,Female,Caucasian,27,06-05-2018,49011.00,0%,United States,Chicago,6,,,,,,,,,,,,,E03328,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,27-04-2020,"$1,03,058 ",7%,United States,Columbus,4,,,E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,18-10-2008,"$1,50,855 ",11%,United States,Phoenix,15,,,,,,,,,
E02074,Nora Brown,Enterprise Architect,IT,Manufacturing,Female,Caucasian,32,11-02-2014,99575.00,0%,United States,Austin,10,,,,,,,,,,,,,E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,21-11-2011,"$81,218 ",0%,United States,Chicago,12,,,E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,06-02-2017,"$1,44,986 ",12%,United States,Phoenix,7,,,,,,,,,
E01628,Jackson Perry,Vice President,Marketing,Research & Development,Male,Caucasian,27,20-10-2019,256420.00,30%,United States,Phoenix,4,,,,,,,,,,,,,E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,28-07-2018,"$87,806 ",0%,United States,Seattle,6,,,E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,26-01-2017,"$88,663 ",0%,United States,Phoenix,7,,,,,,,,,
E04285,Riley Padilla,Technical Architect,IT,Manufacturing,Female,Latino,35,15-05-2013,78940.00,0%,United States,Miami,11,,,,,,,,,,,,,E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,04-04-2010,"$76,027 ",0%,United States,Seattle,14,,,E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,15-11-2021,"$2,10,708 ",33%,United States,Chicago,2,,,,,,,,,
E03749,Kennedy Foster,Manager,Marketing,Speciality Products,Female,Caucasian,53,23-11-2013,113135.00,5%,United States,Austin,10,,,,,,,,,,,,,E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,20-07-2004,"$65,702 ",0%,United States,Columbus,20,,,E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,16-10-1994,"$93,103 ",0%,United States,Phoenix,29,,,,,,,,,
E03574,John Moore,Vice President,IT,Speciality Products,Male,Caucasian,52,08-11-2005,199808.00,32%,United States,Seattle,18,,,,,,,,,,,,,E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,30-08-1994,"$73,955 ",0%,United States,Phoenix,30,,,E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,02-11-2016,"$1,22,054 ",6%,United States,Phoenix,7,,,,,,,,,
E00586,Sadie Washington,Sr. Manger,Marketing,Research & Development,Female,Caucasian,29,24-05-2019,122350.00,12%,United States,Phoenix,5,,,,,,,,,,,,,E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,09-11-2011,"$1,98,473 ",32%,United States,Miami,12,,,E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,30-01-2009,"$1,50,555 ",13%,United States,Phoenix,15,,,,,,,,,
E03538,Gabriel Holmes,Enterprise Architect,IT,Research & Development,Male,Caucasian,40,04-11-2010,92952.00,0%,United States,Seattle,13,,,,,,,,,,,,,E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,19-03-2014,"$90,901 ",0%,United States,Seattle,10,,,E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,26-04-2019,"$90,870 ",0%,United States,Chicago,5,,,,,,,,,
E02185,Wyatt Rojas,Computer Systems Manager,IT,Corporate,Male,Latino,32,20-03-2013,79921.00,5%,United States,Austin,11,,,,,,,,,,,,,E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,Female,Asian,57,10-01-2014,"$74,854 ",0%,United States,Seattle,10,,,E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,04-12-2014,"$99,202 ",11%,United States,Phoenix,9,,,,,,,,,
E03830,Eva Coleman,Director,IT,Research & Development,Female,Black,37,20-09-2009,167199.00,20%,United States,Seattle,14,,,,,,,,,,,,,E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,08-05-2003,"$96,548 ",0%,United States,Austin,21,,,E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,05-03-2014,"$88,777 ",0%,United States,Chicago,10,,,,,,,,,
E03720,Dominic Clark,Quality Engineer,Engineering,Research & Development,Male,Caucasian,52,17-10-2012,71476.00,0%,United States,Phoenix,11,,,,,,,,,,,,,E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,04-05-1992,"$76,202 ",0%,United States,Austin,32,,,E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,23-04-2015,"$60,017 ",0%,United States,Chicago,9,,,,,,,,,
E03025,Lucy Alexander,na,Engineering,Manufacturing,Female,Caucasian,45,29-10-2014,189420.00,20%,United States,Seattle,9,,,,,,,,,,,,,E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,23-04-1997,"$78,153 ",0%,United States,Miami,27,,,E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,09-11-2015,"$65,247 ",0%,United States,Phoenix,8,,,,,,,,,
E04917,Everleigh Washington,na,Human Resources,Research & Development,Female,Caucasian,64,20-10-2001,64057.00,0%,United States,Phoenix,22,,,,,,,,,,,,,E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,05-03-2014,"$88,777 ",0%,United States,Chicago,10,,,E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,13-09-1999,"$92,994 ",0%,United States,Chicago,24,,,,,,,,,
E00415,Leilani Butler,na,Marketing,Manufacturing,Female,Black,27,21-09-2021,68728.00,0%,United States,Phoenix,2,,,,,,,,,,,,,E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,10-08-2014,"$57,446 ",0%,United States,Phoenix,10,,,E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-2005,"$45,286 ",0%,United States,Chicago,19,,,,,,,,,
E04207,John Contreras,na,Marketing,Manufacturing,Male,Latino,35,15-05-2011,66889.00,0%,United States,Columbus,13,,,,,,,,,,,,,E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,30-04-2004,"$40,124 ",0%,United States,Austin,20,,,E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,24-01-2019,"$55,767 ",0%,United States,Phoenix,5,,,,,,,,,
E02139,Rylee Yu,Director,Accounting,Research & Development,Female,Asian,36,29-09-2015,178700.00,29%,United States,Seattle,8,,,,,,,,,,,,,E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,22-06-1996,"$82,806 ",0%,United States,Seattle,28,,,E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,07-05-2000,"$1,06,428 ",7%,United States,Chicago,24,,,,,,,,,
E01797,Piper Lewis,Field Engineer,Engineering,Research & Development,Female,Caucasian,33,22-12-2018,83990.00,0%,United States,Chicago,5,,,,,,,,,,,,,E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,08-07-2004,"$77,903 ",0%,United States,Seattle,20,,,E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,22-01-2021,"$56,405 ",0%,United States,Chicago,3,,,,,,,,,
E01839,Stella Alexander,Automation Engineer,Engineering,Corporate,Female,Caucasian,52,10-12-2005,102043.00,0%,United States,Chicago,18,,,,,,,,,,,,,E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,09-02-2005,"$64,462 ",0%,United States,Chicago,19,,,,,,,,,,,,,,,,,,,,,,,,,
E01633,Addison Do,Operations Engineer,Engineering,Manufacturing,Female,Asian,46,30-05-2001,90678.00,0%,United States,Columbus,23,,,,,,,,,,,,,E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,Caucasian,57,18-02-1996,"$75,354 ",0%,United States,Austin,28,,,,,,,,,,,,,,,,,,,,,,,,,
E01848,Zoey Jackson,Business Partner,Human Resources,Manufacturing,Female,Black,46,21-08-2008,59067.00,0%,United States,Miami,16,,,,,,,,,,,,,E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,13-03-2020,"$1,07,195 ",9%,United States,Austin,4,,,,,,,,,,,,,,,,,,,,,,,,,
E04000,Skylar Carrillo,Engineering Manager,Engineering,Corporate,Female,Latino,44,18-12-2008,92753.00,13%,United States,Austin,15,,,,,,,,,,,,,E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-2005,"$45,286 ",0%,United States,Chicago,19,,,,,,,,,,,,,,,,,,,,,,,,,
E02112,Christian Sanders,Vice President,Human Resources,Speciality Products,Male,Black,45,07-08-2013,236946.00,37%,United States,Seattle,11,,,,,,,,,,,,,E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,12-04-1997,"$1,54,388 ",10%,United States,Seattle,27,,,,,,,,,,,,,,,,,,,,,,,,,
E03824,Penelope Coleman,Analyst,Finance,Corporate,Female,Black,36,27-08-2021,48906.00,0%,United States,Miami,3,,,,,,,,,,,,,E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,26-04-2016,"$72,045 ",0%,United States,Phoenix,8,,,,,,,,,,,,,,,,,,,,,,,,,
E03906,Piper Richardson,Sr. Analyst,Sales,Corporate,Female,Caucasian,38,27-01-2008,80024.00,0%,United States,Columbus,16,,,,,,,,,,,,,E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,11-11-2016,"$2,46,589 ",33%,United States,Phoenix,7,,,,,,,,,,,,,,,,,,,,,,,,,
E00436,Everly Walker,HRIS Analyst,Human Resources,Speciality Products,Female,Caucasian,41,23-10-2009,54415.00,0%,United States,Seattle,14,,,,,,,,,,,,,E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,09-01-2002,"$1,48,035 ",14%,United States,Phoenix,22,,,,,,,,,,,,,,,,,,,,,,,,,
E04798,Aurora Ali,Manager,Marketing,Research & Development,Female,Asian,30,24-04-2016,120341.00,7%,United States,Seattle,8,,,,,,,,,,,,,E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,06-10-2018,"$1,66,259 ",17%,United States,Chicago,5,,,,,,,,,,,,,,,,,,,,,,,,,
E01249,Penelope Guerrero,Vice President,IT,Speciality Products,Female,Latino,43,04-08-2009,208415.00,35%,United States,Seattle,15,,,,,,,,,,,,,E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,07-01-2009,"$47,032 ",0%,United States,Columbus,15,,,,,,,,,,,,,,,,,,,,,,,,,
E03349,Anna Mehta,Cloud Infrastructure Architect,IT,Speciality Products,Female,Asian,32,05-01-2020,78844.00,0%,United States,Seattle,4,,,,,,,,,,,,,E03269,Charlotte Chu,Network Engineer,IT,Manufacturing,Female,Asian,50,23-01-2001,"$97,537 ",0%,China,Chengdu,23,,,,,,,,,,,,,,,,,,,,,,,,,
E02966,William Foster,Field Engineer,Engineering,Manufacturing,Male,Caucasian,58,23-05-2002,76354.00,0%,United States,Phoenix,22,,,,,,,,,,,,,E01484,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,22-08-2003,"$82,017 ",0%,China,Beijing,21,,,,,,,,,,,,,,,,,,,,,,,,,
E01499,Jade Rojas,Director,Finance,Speciality Products,Female,Latino,37,28-01-2019,165927.00,20%,United States,Phoenix,5,,,,,,,,,,,,,E03854,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,24-07-2010,"$1,26,911 ",10%,China,Shanghai,14,,,,,,,,,,,,,,,,,,,,,,,,,
E00665,David Chu,Controls Engineer,Engineering,Corporate,Male,Asian,55,03-09-1998,86299.00,0%,United States,Seattle,26,,,,,,,,,,,,,E03090,Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,49,10-09-2010,"$72,826 ",0%,China,Beijing,13,,,,,,,,,,,,,,,,,,,,,,,,,
E00254,Samuel Morales,Analyst II,Finance,Corporate,Male,Latino,34,27-06-2015,57008.00,0%,United States,Phoenix,9,,,,,,,,,,,,,E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,14-02-1996,"$1,59,724 ",23%,China,Beijing,28,,,,,,,,,,,,,,,,,,,,,,,,,
E02166,John Soto,Sr. Manger,Finance,Manufacturing,Male,Latino,60,23-09-2015,141899.00,15%,United States,Phoenix,8,,,,,,,,,,,,,E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,20-07-2011,"$86,173 ",0%,China,Chongqing,13,,,,,,,,,,,,,,,,,,,,,,,,,
E00935,Joseph Martin,Analyst II,Marketing,Corporate,Male,Black,41,13-09-2016,64847.00,0%,United States,Miami,8,,,,,,,,,,,,,E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,10-02-2004,"$90,258 ",0%,China,Chongqing,20,,,,,,,,,,,,,,,,,,,,,,,,,
E01525,Jose Ross,Engineering Manager,Engineering,Research & Development,Male,Caucasian,53,08-04-1992,116878.00,11%,United States,Miami,32,,,,,,,,,,,,,E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,08-02-2005,"$1,15,145 ",5%,China,Chongqing,19,,,,,,,,,,,,,,,,,,,,,,,,,
E00386,Parker James,Quality Engineer,Engineering,Speciality Products,Male,Black,45,05-02-2005,70505.00,0%,United States,Austin,19,,,,,,,,,,,,,E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,06-09-2021,"$83,418 ",0%,China,Shanghai,2,,,,,,,,,,,,,,,,,,,,,,,,,
E03383,Lincoln Hall,Director,Accounting,Speciality Products,Male,Caucasian,26,28-07-2020,180664.00,27%,United States,Chicago,4,,,,,,,,,,,,,E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,20-04-2014,"$91,679 ",7%,China,Chongqing,10,,,,,,,,,,,,,,,,,,,,,,,,,
E01258,Gabriel Brooks,Network Engineer,IT,Manufacturing,Male,Caucasian,29,10-12-2018,84596.00,0%,United States,Miami,5,,,,,,,,,,,,,E01417,Leah Pena,Enterprise Architect,IT,Corporate,Female,Latino,57,03-01-1994,"$82,872 ",0%,Brazil,Manaus,30,,,,,,,,,,,,,,,,,,,,,,,,,
E04562,Xavier Zheng,Account Representative,Sales,Manufacturing,Male,Asian,31,22-07-2017,55854.00,0%,United States,Austin,7,,,,,,,,,,,,,E00699,Ava Ayala,Sr. Manger,IT,Corporate,Female,Latino,55,16-08-2006,"$1,59,044 ",10%,Brazil,Manaus,18,,,,,,,,,,,,,,,,,,,,,,,,,
E02802,Matthew Chau,Sr. Business Partner,Human Resources,Research & Development,Male,Asian,53,16-11-2002,95998.00,0%,United States,Seattle,21,,,,,,,,,,,,,E00431,Eliza Hernandez,Network Architect,IT,Corporate,Female,Latino,48,04-07-2019,"$76,588 ",0%,Brazil,Rio de Janerio,5,,,,,,,,,,,,,,,,,,,,,,,,,
E01427,Mia Cheng,Sr. Manger,Sales,Manufacturing,Female,Asian,34,22-04-2015,154941.00,13%,United States,Phoenix,9,,,,,,,,,,,,,E01241,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,14-01-2004,"$1,25,086 ",10%,Brazil,Sao Paulo,20,,,,,,,,,,,,,,,,,,,,,,,,,
E03890,Nevaeh Jones,Vice President,Sales,Manufacturing,Female,Caucasian,31,20-08-2020,219693.00,30%,United States,Austin,4,,,,,,,,,,,,,E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,15-08-2004,"$44,735 ",0%,Brazil,Manaus,20,,,,,,,,,,,,,,,,,,,,,,,,,
E01194,Samantha Adams,Test Engineer,Engineering,Research & Development,Female,Caucasian,45,22-04-2013,61773.00,0%,United States,Seattle,11,,,,,,,,,,,,,E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,24-04-2017,"$77,461 ",9%,Brazil,Sao Paulo,7,,,,,,,,,,,,,,,,,,,,,,,,,
E02875,Madeline Shin,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,09-01-2007,74546.00,9%,United States,Seattle,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04959,Noah King,Development Engineer,Engineering,Speciality Products,Male,Black,56,27-01-2015,62575.00,0%,United States,Miami,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01261,Connor Simmons,Analyst II,Accounting,Speciality Products,Male,Caucasian,55,05-04-2007,52310.00,0%,United States,Miami,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03612,Grayson Cooper,Sr. Manger,Finance,Speciality Products,Male,Black,64,29-06-2013,159571.00,10%,United States,Columbus,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01388,Ivy Soto,Field Engineer,Engineering,Research & Development,Female,Latino,50,23-10-1997,91763.00,0%,United States,Austin,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03875,Aurora Simmons,Development Engineer,Engineering,Corporate,Female,Caucasian,51,22-12-1995,96475.00,0%,United States,Austin,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04413,Andrew Thomas,Controls Engineer,Engineering,Manufacturing,Male,Caucasian,36,02-12-2016,113781.00,0%,United States,Columbus,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E00691,Ezekiel Desai,Director,Finance,Research & Development,Male,Asian,42,15-01-2003,166599.00,26%,United States,Seattle,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04735,Nova Coleman,System Administrator ,IT,Manufacturing,Female,Caucasian,44,13-12-2006,74738.00,0%,United States,Miami,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
